ENA_LAST_UPDATE	Experiment	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	cage	collection_timestamp	gender	genotype	host_subject_id	life_stage	mouse	run_prefix	sex	timepoint	treatment	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package
10/28/17	ERX2239607	11113.461	11/8/17	3	1	ERR2183440	ERS1986228	qiita_sid_11113:11113.461	COF1	9/26/13	Female	IL10	N38	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239608	11113.463	11/8/17	2	1	ERR2183441	ERS1986229	qiita_sid_11113:11113.463	COF1	9/26/13	Female	IL10	N40	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239609	11113.464	11/8/17	2	1	ERR2183442	ERS1986230	qiita_sid_11113:11113.464	COF1	9/26/13	Female	IL10	N41	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239610	11113.465	11/8/17	3	1	ERR2183443	ERS1986231	qiita_sid_11113:11113.465	COF1	9/26/13	Female	IL10	N42	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239611	11113.466	11/8/17	2	1	ERR2183444	ERS1986232	qiita_sid_11113:11113.466	COF2	9/26/13	Female	IL10	N43	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239612	11113.467	11/8/17	1	1	ERR2183445	ERS1986233	qiita_sid_11113:11113.467	COF2	9/26/13	Female	IL10	N44	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239613	11113.468	11/8/17	1	0	ERR2183446	ERS1986234	qiita_sid_11113:11113.468	COF2	9/26/13	Female	IL10	N45	juvenile	pup	run1	female	week_14_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239614	11113.469	11/8/17	2	1	ERR2183447	ERS1986235	qiita_sid_11113:11113.469	COF3	7/25/13	Female	IL10	N46	juvenile	pup	run1	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239615	11113.47	11/8/17	2	1	ERR2183448	ERS1986236	qiita_sid_11113:11113.47	TBI04	6/17/13	Female	IL10	TBI04	adult	dam	run1	female	birth_D3_5	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239616	11113.471	11/6/17	2	1	ERR2183449	ERS1986237	qiita_sid_11113:11113.471	COF3	7/25/13	Female	IL10	N48	juvenile	pup	run1	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239617	11113.472	11/8/17	2	1	ERR2183450	ERS1986238	qiita_sid_11113:11113.472	COF4	7/25/13	Female	IL10	N49	juvenile	pup	run1	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239618	11113.475	11/8/17	2	1	ERR2183451	ERS1986239	qiita_sid_11113:11113.475	COF4	7/25/13	Female	IL10	N52	juvenile	pup	run1	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239619	11113.476	11/8/17	2	1	ERR2183452	ERS1986240	qiita_sid_11113:11113.476	COF4	7/25/13	Female	IL10	N53	juvenile	pup	run1	female	week_6_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239621	11113.49	11/6/17	3	1	ERR2183454	ERS1986242	qiita_sid_11113:11113.49	TBI06	6/17/13	Female	IL10	TBI06	adult	dam	run1	female	birth_D3_5	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239622	11113.5	11/8/17	3	2	ERR2183455	ERS1986243	qiita_sid_11113:11113.50	TBI07	6/21/13	Female	IL10	TBI07	adult	dam	run1	female	birth_D3_5	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239624	11113.52	11/6/17	2	1	ERR2183457	ERS1986245	qiita_sid_11113:11113.52	TBI09	6/21/13	Female	IL10	TBI09	adult	dam	run1	female	birth_D3_5	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239627	11113.55	11/8/17	2	1	ERR2183460	ERS1986248	qiita_sid_11113:11113.55	TBI02	6/24/13	Female	IL10	TBI02	adult	dam	run1	female	birth_D10_12	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239629	11113.57	11/8/17	2	1	ERR2183462	ERS1986250	qiita_sid_11113:11113.57	TBI04	6/24/13	Female	IL10	TBI04	adult	dam	run1	female	birth_D10_12	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239644	11113.59	11/8/17	3	2	ERR2183477	ERS1986265	qiita_sid_11113:11113.59	TBI06	6/24/13	Female	IL10	TBI06	adult	dam	run1	female	birth_D10_12	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239651	11113.596	11/8/17	2	1	ERR2183484	ERS1986272	qiita_sid_11113:11113.596	COF1	7/3/13	Female	IL10	N38	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239652	11113.597	11/8/17	1	1	ERR2183485	ERS1986273	qiita_sid_11113:11113.597	COF1	7/3/13	Female	IL10	N39	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239653	11113.598	11/8/17	2	1	ERR2183486	ERS1986274	qiita_sid_11113:11113.598	COF1	7/3/13	Female	IL10	N40	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239654	11113.599	11/8/17	1	1	ERR2183487	ERS1986275	qiita_sid_11113:11113.599	COF1	7/3/13	Female	IL10	N41	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239655	11113.6	11/6/17	2	1	ERR2183488	ERS1986276	qiita_sid_11113:11113.60	TBI07	6/28/13	Female	IL10	TBI07	adult	dam	run1	female	birth_D10_12	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239656	11113.6	11/8/17	1	0	ERR2183489	ERS1986277	qiita_sid_11113:11113.600	COF1	7/3/13	Female	IL10	N42	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239657	11113.601	11/8/17	2	1	ERR2183490	ERS1986278	qiita_sid_11113:11113.601	COF2	7/3/13	Female	IL10	N43	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239658	11113.602	11/8/17	3	1	ERR2183491	ERS1986279	qiita_sid_11113:11113.602	COF2	7/3/13	Female	IL10	N44	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239659	11113.603	11/8/17	2	1	ERR2183492	ERS1986280	qiita_sid_11113:11113.603	COF2	7/3/13	Female	IL10	N45	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239660	11113.604	11/6/17	2	1	ERR2183493	ERS1986281	qiita_sid_11113:11113.604	COF3	7/3/13	Female	IL10	N46	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239661	11113.605	11/8/17	2	1	ERR2183494	ERS1986282	qiita_sid_11113:11113.605	COF3	7/3/13	Female	IL10	N47	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239662	11113.606	11/6/17	2	1	ERR2183495	ERS1986283	qiita_sid_11113:11113.606	COF3	7/3/13	Female	IL10	N48	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239663	11113.607	11/8/17	3	1	ERR2183496	ERS1986284	qiita_sid_11113:11113.607	COF4	7/3/13	Female	IL10	N49	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239664	11113.608	11/8/17	3	2	ERR2183497	ERS1986285	qiita_sid_11113:11113.608	COF4	7/3/13	Female	IL10	N50	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239665	11113.609	11/8/17	2	1	ERR2183498	ERS1986286	qiita_sid_11113:11113.609	COF4	7/3/13	Female	IL10	N51	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239667	11113.611	11/8/17	2	1	ERR2183500	ERS1986288	qiita_sid_11113:11113.611	COF4	7/3/13	Female	IL10	N52	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239668	11113.612	11/6/17	2	1	ERR2183501	ERS1986289	qiita_sid_11113:11113.612	COF4	7/3/13	Female	IL10	N53	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239669	11113.613	11/8/17	3	2	ERR2183502	ERS1986290	qiita_sid_11113:11113.613	COF5	7/8/13	Female	IL10	N54	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239670	11113.614	11/6/17	3	1	ERR2183503	ERS1986291	qiita_sid_11113:11113.614	COF5	7/8/13	Female	IL10	N55	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239671	11113.615	11/6/17	2	1	ERR2183504	ERS1986292	qiita_sid_11113:11113.615	COF5	7/8/13	Female	IL10	N56	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239672	11113.616	11/8/17	2	1	ERR2183505	ERS1986293	qiita_sid_11113:11113.616	COF6	7/9/13	Female	IL10	N57	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239673	11113.617	11/8/17	3	1	ERR2183506	ERS1986294	qiita_sid_11113:11113.617	COF6	7/9/13	Female	IL10	N58	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239674	11113.618	11/8/17	3	1	ERR2183507	ERS1986295	qiita_sid_11113:11113.618	COF6	7/9/13	Female	IL10	N59	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239675	11113.619	11/8/17	2	1	ERR2183508	ERS1986296	qiita_sid_11113:11113.619	COF6	7/9/13	Female	IL10	N60	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239676	11113.62	11/8/17	3	2	ERR2183509	ERS1986297	qiita_sid_11113:11113.62	TBI09	6/28/13	Female	IL10	TBI09	adult	dam	run1	female	birth_D10_12	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239677	11113.62	11/8/17	2	1	ERR2183510	ERS1986298	qiita_sid_11113:11113.620	COF6	7/9/13	Female	IL10	N61	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239678	11113.621	11/6/17	3	1	ERR2183511	ERS1986299	qiita_sid_11113:11113.621	COF5	7/9/13	Female	IL10	N62	juvenile	pup	run1	female	pupday21	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239690	11113.632	11/8/17	1	1	ERR2183523	ERS1986311	qiita_sid_11113:11113.632	COM2	11/7/13	Male	IL10	N07	juvenile	pup	run1	male	week_21_ileal	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239696	11113.638	11/8/17	2	1	ERR2183529	ERS1986317	qiita_sid_11113:11113.638	COM1	7/10/13	Male	IL10	N01	juvenile	pup	run1	male	pupday28	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239697	11113.639	11/8/17	3	1	ERR2183530	ERS1986318	qiita_sid_11113:11113.639	COM1	7/10/13	Male	IL10	N02	juvenile	pup	run1	male	pupday28	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239699	11113.64	11/8/17	2	1	ERR2183532	ERS1986320	qiita_sid_11113:11113.640	COM1	7/10/13	Male	IL10	N03	juvenile	pup	run1	male	pupday28	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
10/28/17	ERX2239700	11113.641	11/8/17	2	1	ERR2183533	ERS1986321	qiita_sid_11113:11113.641	COM1	7/11/13	Male	IL10	N04	juvenile	pup	run1	male	pupday28	control	OTHER	PRJEB23242	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	11/1/17	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	mouse gut metagenome	ILLUMINA	11/3/17	ERP104982	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated
