AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	biome	chem_administration	collection_date	exp_day	feature	genotype	host	lat_lon	material	mouse_id	organism	samp_mat_process	samp_store_temp	sex	title	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	SRA_Study	diet	geo_loc_name	isol_growth_condt	seq_methods	strain
501	SAMN03406846	SRX956185	WTmice-m6558-d18_S13_L001_R1_001.fastq.NoAbs_m6558_d18	3	2	mouse gut metagenome	2015-03-13	SRR1914804	SRS873744	NoAbs_m6558_d18	mouse gut	NoAbx	2013	18	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 18 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406888	SRX956188	WTmice-m6558-d39_S16_L001_R1_001.fastq.NoAbs_m6558_d39	6	3	mouse gut metagenome	2015-03-13	SRR1914807	SRS873745	NoAbs_m6558_d39	mouse gut	NoAbx	2013	39	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 39 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406870	SRX956182	WTmice-m6554-d69_S9_L001_R1_001.fastq.NoAbs_m6554_d69	6	3	mouse gut metagenome	2015-03-13	SRR1914801	SRS873746	NoAbs_m6554_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 69 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407013	SRX956191	WTmice-m6558-d47_S18_L001_R1_001.fastq.NoAbs_m6558_d47	5	3	mouse gut metagenome	2015-03-13	SRR1914810	SRS873757	NoAbs_m6558_d47	mouse gut	NoAbx	2013	47	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 47 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406843	SRX955897	DSSonly-m7471-d25_S364_L001_R1_001.fastq.DSSonly_m7471_d25	3	2	mouse gut metagenome	2015-03-13	SRR1914520	SRS873797	DSSonly_m7471_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7471	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7471 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407043	SRX955981	NoAbs-m7264-d25_S350_L001_R1_001.fastq.NoAbs_m7264_d25	6	4	mouse gut metagenome	2015-03-13	SRR1914599	SRS873829	NoAbs_m7264_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 25 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406849	SRX955982	NoAbs-m7264-d41_S351_L001_R1_001.fastq.NoAbs_m7264_d41	7	4	mouse gut metagenome	2015-03-13	SRR1914600	SRS873830	NoAbs_m7264_d41	mouse gut	NoAbx	2013	41	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 41 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407022	SRX956179	WTmice-m6554-d45_S7_L001_R1_001.fastq.NoAbs_m6554_d45	7	4	mouse gut metagenome	2015-03-13	SRR1914799	SRS873875	NoAbs_m6554_d45	mouse gut	NoAbx	2013	45	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 45 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407107	SRX956181	WTmice-m6554-d47_S8_L001_R1_001.fastq.NoAbs_m6554_d47	7	4	mouse gut metagenome	2015-03-13	SRR1914800	SRS873876	NoAbs_m6554_d47	mouse gut	NoAbx	2013	47	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 47 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407007	SRX956177	WTmice-m6554-d39_S6_L001_R1_001.fastq.NoAbs_m6554_d39	6	4	mouse gut metagenome	2015-03-13	SRR1914796	SRS873877	NoAbs_m6554_d39	mouse gut	NoAbx	2013	39	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 39 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407111	SRX956173	WTmice-m6554-d0_S1_L001_R1_001.fastq.NoAbs_m6554_d0	5	3	mouse gut metagenome	2015-03-13	SRR1914791	SRS873878	NoAbs_m6554_d0	mouse gut	NoAbx	2013	0	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6554	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6554 that received no antibiotics on day 0 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407076	SRX956190	WTmice-m6558-d45_S17_L001_R1_001.fastq.NoAbs_m6558_d45	6	3	mouse gut metagenome	2015-03-13	SRR1914809	SRS873951	NoAbs_m6558_d45	mouse gut	NoAbx	2013	45	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 45 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407085	SRX956189	WTmice-m6558-d3_S12_L001_R1_001.fastq.NoAbs_m6558_d3	6	3	mouse gut metagenome	2015-03-13	SRR1914808	SRS873952	NoAbs_m6558_d3	mouse gut	NoAbx	2013	3	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 3 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407015	SRX956187	WTmice-m6558-d25_S15_L001_R1_001.fastq.NoAbs_m6558_d25	3	2	mouse gut metagenome	2015-03-13	SRR1914806	SRS873953	NoAbs_m6558_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 25 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407048	SRX955896	DSSonly-m7469-d69_S361_L001_R1_001.fastq.DSSonly_m7469_d69	8	5	mouse gut metagenome	2015-03-13	SRR1914519	SRS873974	DSSonly_m7469_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	DSSonly_m7469	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal DSSonly_m7469 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407190	SRX955983	NoAbs-m7264-d46_S352_L001_R1_001.fastq.NoAbs_m7264_d46	8	5	mouse gut metagenome	2015-03-13	SRR1914601	SRS874005	NoAbs_m7264_d46	mouse gut	NoAbx	2013	46	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 46 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407205	SRX955980	NoAbs-m7264-d0_S348_L001_R1_001.fastq.NoAbs_m7264_d0	5	3	mouse gut metagenome	2015-03-13	SRR1914598	SRS874006	NoAbs_m7264_d0	mouse gut	NoAbx	2013	0	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 0 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407103	SRX955985	NoAbs-m7264-d70_S354_L001_R1_001.fastq.NoAbs_m7264_d70	4	2	mouse gut metagenome	2015-03-13	SRR1914603	SRS874021	NoAbs_m7264_d70	mouse gut	NoAbx	2013	70	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m7264	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m7264 that received no antibiotics on day 70 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407213	SRX956186	WTmice-m6558-d21_S14_L001_R1_001.fastq.NoAbs_m6558_d21	4	2	mouse gut metagenome	2015-03-13	SRR1914805	SRS874095	NoAbs_m6558_d21	mouse gut	NoAbx	2013	21	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 21 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407201	SRX956184	WTmice-m6558-d0_S11_L001_R1_001.fastq.NoAbs_m6558_d0	5	3	mouse gut metagenome	2015-03-13	SRR1914803	SRS874096	NoAbs_m6558_d0	mouse gut	NoAbx	2013	0	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6558	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6558 that received no antibiotics on day 0 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406869	SRX956217	WTmice-m6562-d68_S44_L001_R1_001.fastq.NoAbs_m6562_d68	3	1	mouse gut metagenome	2015-03-13	SRR1914836	SRS873755	NoAbs_m6562_d68	mouse gut	NoAbx	2013	68	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6562	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6562 that received no antibiotics on day 68 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407023	SRX956220	WTmice-m6562-d73_S47_L001_R1_001.fastq.NoAbs_m6562_d73	6	4	mouse gut metagenome	2015-03-13	SRR1914839	SRS873761	NoAbs_m6562_d73	mouse gut	NoAbx	2013	73	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6562	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6562 that received no antibiotics on day 73 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406766	SRX956219	WTmice-m6562-d70_S46_L001_R1_001.fastq.NoAbs_m6562_d70	2	1	mouse gut metagenome	2015-03-13	SRR1914838	SRS873762	NoAbs_m6562_d70	mouse gut	NoAbx	2013	70	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6562	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6562 that received no antibiotics on day 70 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406727	SRX956218	WTmice-m6562-d69_S45_L001_R1_001.fastq.NoAbs_m6562_d69	6	3	mouse gut metagenome	2015-03-13	SRR1914837	SRS873763	NoAbs_m6562_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6562	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6562 that received no antibiotics on day 69 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406798	SRX956221	WTmice-m6564-d0_S48_L001_R1_001.fastq.NoAbs_m6564_d0	6	4	mouse gut metagenome	2015-03-13	SRR1914840	SRS873764	NoAbs_m6564_d0	mouse gut	NoAbx	2013	0	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 0 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406997	SRX956226	WTmice-m6564-d45_S53_L001_R1_001.fastq.NoAbs_m6564_d45	5	3	mouse gut metagenome	2015-03-13	SRR1914845	SRS873810	NoAbs_m6564_d45	mouse gut	NoAbx	2013	45	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 45 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406768	SRX956225	WTmice-m6564-d3_S49_L001_R1_001.fastq.NoAbs_m6564_d3	6	3	mouse gut metagenome	2015-03-13	SRR1914844	SRS873811	NoAbs_m6564_d3	mouse gut	NoAbx	2013	3	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 3 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406760	SRX956227	WTmice-m6564-d47_S54_L001_R1_001.fastq.NoAbs_m6564_d47	5	3	mouse gut metagenome	2015-03-13	SRR1914846	SRS873812	NoAbs_m6564_d47	mouse gut	NoAbx	2013	47	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 47 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407064	SRX956228	WTmice-m6564-d66_S55_L001_R1_001.fastq.NoAbs_m6564_d66	4	2	mouse gut metagenome	2015-03-13	SRR1914847	SRS873813	NoAbs_m6564_d66	mouse gut	NoAbx	2013	66	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 66 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03407057	SRX956235	WTmice-m6569-d25_S63_L001_R1_001.fastq.NoAbs_m6569_d25	6	4	mouse gut metagenome	2015-03-13	SRR1914854	SRS873814	NoAbs_m6569_d25	mouse gut	NoAbx	2013	25	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6569	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6569 that received no antibiotics on day 25 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406803	SRX956231	WTmice-m6564-d73_S58_L001_R1_001.fastq.NoAbs_m6564_d73	5	3	mouse gut metagenome	2015-03-13	SRR1914850	SRS873815	NoAbs_m6564_d73	mouse gut	NoAbx	2013	73	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 73 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406816	SRX956230	WTmice-m6564-d69_S57_L001_R1_001.fastq.NoAbs_m6564_d69	0	0	mouse gut metagenome	2015-03-13	SRR1914849	SRS873816	NoAbs_m6564_d69	mouse gut	NoAbx	2013	69	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6564	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6564 that received no antibiotics on day 69 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406832	SRX956239	WTmice-m6569-d46_S66_L001_R1_001.fastq.NoAbs_m6569_d46	0	0	mouse gut metagenome	2015-03-13	SRR1914858	SRS873817	NoAbs_m6569_d46	mouse gut	NoAbx	2013	46	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6569	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6569 that received no antibiotics on day 46 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
501	SAMN03406998	SRX956238	WTmice-m6569-d45_S65_L001_R1_001.fastq.NoAbs_m6569_d45	5	3	mouse gut metagenome	2015-03-13	SRR1914857	SRS873818	NoAbs_m6569_d45	mouse gut	NoAbx	2013	45	feces	C57BL/6	Mus musculus	42.2820973 N 83.7338904 W	feces	NoAbs_m6569	mouse gut metagenome	http://www.mobio.com/images/custom/file/protocol/12955.pdf	-80 C	male	Animal NoAbs_m6569 that received no antibiotics on day 45 of the model	AMPLICON	PRJNA278126	MIMARKS.specimen	UNIVERSITY OF MICHIGAN	public	0	454 GS	PAIRED	PCR	METAGENOMIC	2015-03-13	LS454	SRP056144	LabDiet 5001	USA: Michigan: Ann Arbor	missing	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	missing
