AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	anonymized_name	collection_timestamp	env_material	host_subject_id	physical_specimen_remaining	sample_type	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	dna_extracted	elevation	env_biome	env_feature	env_package	geo_loc_name	host_common_name	host_scientific_name	host_taxid	latitude	longitude	physical_specimen_location	title
237	SAMEA103939137	ERX1958283	10902.F2.C	4	2	ERR1897893	ERS1628305	qiita_sid_10902:10902.F2.C	F2.C	2015-10-09 13:00	organic material	F2.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939138	ERX1958284	10902.F2.F	8	5	ERR1897894	ERS1628306	qiita_sid_10902:10902.F2.F	F2.F	2015-10-07 10:00	feces	F2.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939139	ERX1958285	10902.F3.C	7	4	ERR1897895	ERS1628307	qiita_sid_10902:10902.F3.C	F3.C	2015-10-09 13:00	organic material	F3.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939140	ERX1958286	10902.F3.F	7	4	ERR1897896	ERS1628308	qiita_sid_10902:10902.F3.F	F3.F	2015-10-07 10:00	feces	F3.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939141	ERX1958287	10902.F4.F	11	7	ERR1897897	ERS1628309	qiita_sid_10902:10902.F4.F	F4.F	2015-10-07 10:00	feces	F4.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939142	ERX1958288	10902.F5.C	6	3	ERR1897898	ERS1628310	qiita_sid_10902:10902.F5.C	F5.C	2015-10-09 13:00	organic material	F5.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
238	SAMEA103939143	ERX1958289	10902.F5.F	7	5	ERR1897899	ERS1628311	qiita_sid_10902:10902.F5.F	F5.F	2015-10-07 10:00	feces	F5.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
238	SAMEA103939144	ERX1958290	10902.F6.C	5	3	ERR1897900	ERS1628312	qiita_sid_10902:10902.F6.C	F6.C	2015-10-09 13:00	organic material	F6.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939145	ERX1958291	10902.F6.F	6	3	ERR1897901	ERS1628313	qiita_sid_10902:10902.F6.F	F6.F	2015-10-07 10:00	feces	F6.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939146	ERX1958292	10902.F7.C	5	3	ERR1897902	ERS1628314	qiita_sid_10902:10902.F7.C	F7.C	2015-10-09 13:00	organic material	F7.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939147	ERX1958293	10902.F8.F	6	4	ERR1897903	ERS1628315	qiita_sid_10902:10902.F8.F	F8.F	2015-10-07 10:00	feces	F8.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
238	SAMEA103939148	ERX1958294	10902.F9.C	4	3	ERR1897904	ERS1628316	qiita_sid_10902:10902.F9.C	F9.C	2015-10-09 13:00	organic material	F9.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939149	ERX1958295	10902.F9.F	9	6	ERR1897905	ERS1628317	qiita_sid_10902:10902.F9.F	F9.F	2015-10-07 10:00	feces	F9.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939150	ERX1958296	10902.G1.C	8	5	ERR1897906	ERS1628318	qiita_sid_10902:10902.G1.C	G1.C	2015-10-09 13:00	organic material	G1.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939151	ERX1958297	10902.G1.F	7	4	ERR1897907	ERS1628319	qiita_sid_10902:10902.G1.F	G1.F	2015-10-07 10:00	feces	G1.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939152	ERX1958298	10902.G2.C	9	5	ERR1897908	ERS1628320	qiita_sid_10902:10902.G2.C	G2.C	2015-10-09 13:00	organic material	G2.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939153	ERX1958299	10902.G2.F	6	4	ERR1897909	ERS1628321	qiita_sid_10902:10902.G2.F	G2.F	2015-10-07 10:00	feces	G2.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939154	ERX1958300	10902.G3.C	5	3	ERR1897910	ERS1628322	qiita_sid_10902:10902.G3.C	G3.C	2015-10-09 13:00	organic material	G3.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939155	ERX1958301	10902.G3.F	10	6	ERR1897911	ERS1628323	qiita_sid_10902:10902.G3.F	G3.F	2015-10-07 10:00	feces	G3.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939156	ERX1958302	10902.G4.C	9	5	ERR1897912	ERS1628324	qiita_sid_10902:10902.G4.C	G4.C	2015-10-09 13:00	organic material	G4.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939157	ERX1958303	10902.G4.F	11	7	ERR1897913	ERS1628325	qiita_sid_10902:10902.G4.F	G4.F	2015-10-07 10:00	feces	G4.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939158	ERX1958304	10902.G5.C	7	5	ERR1897914	ERS1628326	qiita_sid_10902:10902.G5.C	G5.C	2015-10-09 13:00	organic material	G5.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939159	ERX1958305	10902.G5.F	9	6	ERR1897915	ERS1628327	qiita_sid_10902:10902.G5.F	G5.F	2015-10-07 10:00	feces	G5.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939160	ERX1958306	10902.G6.C	10	6	ERR1897916	ERS1628328	qiita_sid_10902:10902.G6.C	G6.C	2015-10-09 13:00	organic material	G6.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
238	SAMEA103939161	ERX1958307	10902.G6.F	5	3	ERR1897917	ERS1628329	qiita_sid_10902:10902.G6.F	G6.F	2015-10-07 10:00	feces	G6.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939162	ERX1958308	10902.G7.C	7	4	ERR1897918	ERS1628330	qiita_sid_10902:10902.G7.C	G7.C	2015-10-09 13:00	organic material	G7.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939163	ERX1958309	10902.G7.F	8	5	ERR1897919	ERS1628331	qiita_sid_10902:10902.G7.F	G7.F	2015-10-07 10:00	feces	G7.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939164	ERX1958310	10902.G8.C	11	7	ERR1897920	ERS1628332	qiita_sid_10902:10902.G8.C	G8.C	2015-10-09 13:00	organic material	G8.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939165	ERX1958311	10902.G8.F	10	7	ERR1897921	ERS1628333	qiita_sid_10902:10902.G8.F	G8.F	2015-10-07 10:00	feces	G8.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939166	ERX1958312	10902.G9.C	6	4	ERR1897922	ERS1628334	qiita_sid_10902:10902.G9.C	G9.C	2015-10-09 13:00	organic material	G9.C	TRUE	cecal content	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
237	SAMEA103939167	ERX1958313	10902.G9.F	12	8	ERR1897923	ERS1628335	qiita_sid_10902:10902.G9.F	G9.F	2015-10-07 10:00	feces	G9.F	FALSE	stool	OTHER	PRJEB20125	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	2017-03-31	mouse gut metagenome	ILLUMINA	2017-03-31	ERP022248	TRUE	16	urban biome	animal-associated habitat	host-associated	USA:CA:Davis	mouse	Mus musculus	10090	38.545	-121.741	Marco lab	plantaricin effect on gut microbiota
